Organism	Protein	COG	Cat	Annotation
101	101	COG5828	D	Stage III sporulation protein SpoIIIAG, component of the engulfment complex
87	87	COG5829	D	Stage III sporulation protein SpoIIIAH, component of the engulfment complex
107	111	COG5830	K D	Stage III sporulation protein SpoIIID, transcriptional regulator of sigma-E- and sigma-K-dependent genes
107	108	COG5831	D	Stage IV sporulation protein SpoIVA, required for spore cortex formation and coat assembly
108	114	COG5832	D O	Stage IV sporulation protein SpoIVB, serine protease, degrades SpoIIQ, SpoIVFA
35	35	COG5833	D	Stage IV sporulation protein SpoIVFA, regulates SpoIVFB
34	34	COG5834	D E	Stage V sporulation protein SpoVAA, subunit of dipicolinate uptake complex
35	35	COG5835	D E	Stage V sporulation protein SpoVAB, subunit of dipicolinate uptake complex
107	126	COG5836	D E	Stage V sporulation protein SpoVAC, subunit of dipicolinate uptake complex
106	127	COG5837	D E	Stage V sporulation protein SpoVAD, subunit of dipicolinate uptake complex
31	31	COG5838	D	Stage V sporulation protein SpoVAEA, mutants lead to the production of immature spores
104	120	COG5839	D E	Stage V sporulation protein SpoVAEB, subunit of dipicolinate uptake complex
69	69	COG5840	D E	Stage V sporulation protein SpoVAF, subunit of dipicolinate uptake complex, GerA superfamily
164	345	COG5841	D	Stage V sporulation protein SpoVB/SpoIIIF, required for spore cortex synthesis
91	93	COG5842	D E	Dipicolinate synthase subunit A (sporulation protein SpoVFA)
87	88	COG5843	D E	Dipicolinate synthase subunit B (sporulation protein SpoVFB)
29	27	COG5844	D	Stage V sporulation protein SpoVM, required for spore cortex and coat synthesis
108	117	COG5845	K D	Stage V sporulation protein SpoVT, regulator of stationary/sporulation gene expression
28	28	COG5846	D	Stage VI sporulation protein SpoVID (LysM domain), required for assembly of the spore coat
31	34	COG5847	D	Stage VI sporulation protein SpoVIF, required for heat resistance
81	84	COG5848	D T	SigmaK-processing regulatory protein BofA (Bypass-of-forespore protein A)
22	22	COG5849	D T	SigmaK checkpoint regulator BofC (Bypass-of-forespore protein C)
36	70	COG5850	K D	Prespore-specific transcriptional regulator RsfA
28	35	COG5851	L D	Stage 0 sporulation inhibitor Sda, checkpoint for initiation of sporulation and replication
106	262	COG5852	D	Small acid-soluble spore protein SspA/SspB/SspC/SspD (alpha/beta-type)
28	29	COG5853	D	Small acid-soluble spore protein SspE (gamma-type)
74	85	COG5854	D	Small acid-soluble spore protein SspF (alpha/beta-type)
32	44	COG5855	D	Small acid-soluble spore protein SspH/YfjU
38	38	COG5856	D	Small acid-soluble spore protein SspI
13	14	COG5857	D	Small acid-soluble spore protein SspK
8	8	COG5858	D	Small acid-soluble spore protein SspL
11	11	COG5859	D	Small acid-soluble spore protein SspN
10	10	COG5860	D	Small acid-soluble spore protein SspO/CotK
19	19	COG5861	D	Small acid-soluble spore protein SspP/CotL
6	6	COG5862	D	Small acid-soluble spore protein CsgA
43	43	COG5863	D	Small acid-soluble spore protein Tlp (thioredoxin-like protein)
46	57	COG5864	D	Small acid-soluble spore protein SAS2, clostridial type
43	43	COG5865	K D	Forespore-specific anti-sigma-G factor CsfB/Gin
68	73	COG5866	D O	Sporulation-specific protease YabG
40	40	COG5867	D T	Anti-sigma-F factor Fin
107	117	COG5868	D	Sporulation protein YabP
87	87	COG5869	D	Spore cortex formation membrane protein YabQ
12	12	COG5870	K D	Uncharacterized sporulation protein YbaK, contains DUF2521 domain (not related to E. coli deacylase YbaK, COG2606)
86	86	COG5871	D	Spore cortex protein YqfC, YabP family
105	105	COG5872	D	Stage IV sporulation protein YqfD
25	32	COG5873	D	Uncharacterized sporulation protein YqzE
74	74	COG5874	D	Uncharacterized sporulation protein YtxC
89	90	COG5875	D	Uncharacterized sporulation protein YunB
29	29	COG5877	D	Stand-alone amidase domain
96	125	COG5878	D	Uncharacterized sporulation protein YyaC,contains DUF1256 domain
20	24	COG5879	D	Spore coat protein CotD
42	47	COG5880	D	Spore coat protein CotE
45	106	COG5881	D	Spore coat protein CotI/CotS, protein kinase superfamily
24	24	COG5882	D	Spore coat protein CotJA, required for the assembly of CotJC
76	78	COG5883	D	Spore coat protein CotJB
17	32	COG5884	D	Spore coat protein CotN/TasA
10	10	COG5885	D	Spore coat protein CotO/YjbX
14	22	COG5886	D	Spore coat protein CotV/CotX (outer spore coat)
8	8	COG5887	D	Spore coat protein CotW (outer spore coat)
19	32	COG5888	D	Spore coat protein CotY/CotZ (outer spore coat)
36	36	COG5889	D	Spore coat protein GerQ/YwdL (inner spore coat)
77	96	COG5890	D	Uncharacterized sporulation proteins YjcM and YhbB, contain C-terminal amidase domain
36	149	COG5891	D	Spore coat protein YheC/YheD, ATP-grasp superfamily
20	20	COG5892	D	Spore coat protein YlbD, FlgN family
20	24	COG5893	D	Spore coat protein YmaG
18	20	COG5894	D	Spore coat protein YppG
9	9	COG5895	D	Uncharacterized sporulation protein YpzA, contains DUF2564 domain
13	19	COG5896	D	Spore coat protein YraE/YraG
22	22	COG5897	D	Spore coat protein YsxE, aminoglycoside phosphotransferase family
10	10	COG5898	D	Spore coat protein YuzC (inner spore coat)
6	12	COG5899	D	Spore coat protein YwqH
31	43	COG5900	D	Spore coat protein YybI (inner spore coat)
104	339	COG5901	D	Spore germination receptor GerABC, GerA subunit (L-alanine receptor)
98	351	COG5902	D	Spore germination receptor GerABC, GerB subunit (amino acid transporter)
98	336	COG5903	D	Spore germination receptor GerABC, GerC subunit
36	36	COG5904	D	Spore germination receptor GerD
69	73	COG5905	K D	Spore transcriptional regulator GerE (stand-alone HTH domain)
18	52	COG5906	D	Spore germination protein GerPA/GerPF (inner spore coat)
16	16	COG5907	D	Spore germination protein GerPB, DUF2539 family (inner spore coat)
14	14	COG5908	D	Spore germination protein GerPC (inner spore coat)
15	16	COG5909	D	Spore germination protein GerPD (inner spore coat)
15	15	COG5910	D	Spore germination protein GerPE (inner spore coat)
106	110	COG5911	D	Spore germination protease Gpr
51	78	COG5912	D	Spore cortex protein CoxA (YrbB), YhcN/YlaJ family
83	89	COG5914	D	Spore germination protein YpeB, HAD superfamily, activates cortex-lytic enzyme SleB
20	20	COG5915	D	Transglutaminase
19	19	COG5916	D	Uncharacterized sporulation protein YfkD
19	19	COG5917	D	Uncharacterized sporulation protein YjbA, contains UPF0736/DUF3603 domain
52	65	COG5918	D	Uncharacterized sporulation protein YmfJ, contains DUF3243 domain
15	15	COG5919	D	Uncharacterized sporulation protein YodI
19	19	COG5920	D	Uncharacterized sporulation protein YqfT, contains DUF2624 domain
37	41	COG5921	D	Uncharacterized sporulation protein YqfX, contains DUF308 domain
34	34	COG5922	D	Uncharacterized sporulation protein YqhG
60	60	COG5923	D	Uncharacterized sporulation membrane protein YrzE, contains DUF3792 domain
60	60	COG5924	D	Uncharacterized sporulation protein YtfI, contains DUF2953 domain
51	51	COG5925	D	Uncharacterized sporulation membrane protein YtrH/SpoVIGA
23	24	COG5926	D	Uncharacterized sporulation protein YtrI
