Organism	Protein	COG	Cat	Annotation
69	73	COG2429	F	Archaeal GTP cyclohydrolase III
489	512	COG2759	F	Formyltetrahydrofolate synthetase
559	636	COG2816	F	NADH pyrophosphatase NudC, Nudix superfamily
381	519	COG2820	F	Uridine phosphorylase
242	243	COG3123	F	Pyrimidine/purine nucleoside phosphorylase YaiE/PpnP, UPF0345/DUF1255 family
179	211	COG3194	F	Ureidoglycolate hydrolase (allantoin degradation)
307	344	COG3195	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)
176	197	COG3199	F	NAD kinase
423	475	COG3217	V F	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain
168	187	COG3257	F	Ureidoglycine aminohydrolase
77	77	COG3363	F	Archaeal IMP cyclohydrolase
169	193	COG3613	F	Nucleoside 2-deoxyribosyltransferase
542	915	COG3845	F	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO
12	13	COG4027	F	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase
102	107	COG4119	F R	Predicted NTP pyrophosphohydrolase, NUDIX family
89	99	COG4266	F	Allantoicase
165	179	COG4290	F	Guanyl-specific ribonuclease Sa
104	126	COG4317	F	Xanthosine utilization system component, XapX domain
66	67	COG4360	F	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)
100	103	COG4502	F	5'(3')-deoxyribonucleotidase
64	74	COG4508	F	Dimeric dUTPase, all-alpha-NTP-PPase (MazG) superfamily
547	921	COG4603	F	ABC-type guanosine uptake system NupNOPQ, permease component NupP
235	252	COG4630	F	Xanthine dehydrogenase, Fe-S cluster and FAD-binding subunit XdhA
232	246	COG4631	F	Xanthine dehydrogenase, molybdopterin-binding subunit XdhB
98	98	COG4696	F	NTP pyrophosphatase, MazG superfamily
125	135	COG4708	J F	ECF-type transporter of queuosine precursor, membrane (S) component
27	27	COG4741	F	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase
27	35	COG4855	F	Uncharacterized conserved protein
57	76	COG5042	F	Purine nucleoside permease
4	5	COG5371	F	Nucleoside diphosphatase, GDA1/CD39 family
