Organism	Protein	COG	Cat	Annotation
44	44	COG4837	O	Disulfide oxidoreductase YuzD
48	55	COG4846	O C	Cytochrome c biogenesis protein CcdC
163	263	COG4870	O	Cysteine protease, C1A family
66	73	COG4875	O	Protein kinase association domain CaMKII_AD, NTF2-like superfamily
102	110	COG4930	O	Predicted ATP-dependent Lon-type protease
92	260	COG4934	O	Serine protease, subtilase family
152	298	COG4935	O	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
287	410	COG4959	U O	Type IV secretory pathway, protease TraF
188	220	COG4960	T O	Flp pilus assembly protein, peptidase CpaA
418	437	COG4987	O C	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components
455	508	COG4988	O C	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components
16	18	COG5029	O I	Prenyltransferase, beta subunit
19	22	COG5078	O	Ubiquitin-protein ligase
12	12	COG5131	O	Ubiquitin-like protein
4	4	COG5160	O	Protease, Ulp1 family
4	5	COG5206	O	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8
290	302	COG5265	O	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
9	13	COG5272	O	Ubiquitin
181	276	COG5282	O	Zn-dependent metallopeptidase, zincin/DUF2342 superfamily
47	67	COG5380	O	Lipase chaperone LimK
140	140	COG5387	O	Mitochondrial FoF1-type ATP synthase assembly chaperone ATP12
704	723	COG5405	O	ATP-dependent protease HslVU (ClpYQ), peptidase subunit
19	19	COG5494	O	Predicted thioredoxin/glutaredoxin
86	106	COG5513	O	Chagasin-like inhibitor of cysteine peptidase, I42 family
7	12	COG5533	O	Ubiquitin C-terminal hydrolase
65	72	COG5549	O	Predicted Zn-dependent protease
41	90	COG5550	O	Predicted aspartyl protease
23	23	COG5580	O	Activator of HSP90 ATPase
128	363	COG5640	O	Secreted trypsin-like serine protease
179	224	COG5646	O P	Iron-binding protein Fra/YdhG, frataxin family (Fe-S cluster biosynthesis)
47	47	COG5661	O	Predicted secreted Zn-dependent protease
15	16	COG5664	O	Predicted secreted Zn-dependent protease
40	40	COG5774	O C	Cytochrome b6 maturation protein CCB1
40	40	COG5781	O C	Cytochrome b6 maturation protein CCB2
96	96	COG5818	K D O	Stage II sporulation protein SpoIIGA (protease, processing of pro-sigma-E to active sigma-E)
108	114	COG5832	D O	Stage IV sporulation protein SpoIVB, serine protease, degrades SpoIIQ, SpoIVFA
68	73	COG5866	D O	Sporulation-specific protease YabG
