Organism	Protein	COG	Cat	Annotation
273	306	COG3222	S	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family
28	29	COG3234	S	Uncharacterized conserved protein YfaT, DUF1175 family
98	97	COG3235	S	Uncharacterized membrane protein
523	762	COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family
360	498	COG3238	S	Uncharacterized membrane protein YdcZ, DUF606 family
230	227	COG3242	S	Uncharacterized conserved protein YjeT, DUF2065 family
304	600	COG3246	S	Uncharacterized conserved protein, DUF849 family
102	103	COG3249	S	Uncharacterized conserved protein, DUF2066 domain
200	277	COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases
225	237	COG3272	S	Uncharacterized conserved protein YbgA, DUF1722 family
26	26	COG3286	S	Uncharacterized conserved protein, DUF2067 domain
304	1079	COG3291	S	Uncharacterized conserved protein, PKD repeat domain
131	136	COG3295	S	Uncharacterized conserved protein
257	260	COG3304	S	Uncharacterized membrane protein YccF, DUF307 family
60	66	COG3305	S	Uncharacterized membrane protein, DUF2068 family
157	158	COG3308	S	Uncharacterized membrane protein
152	152	COG3310	S	Uncharacterized conserved protein, DUF1415 family
336	457	COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif
341	349	COG3323	S	PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family
311	321	COG3326	S	Uncharacterized membrane protein YsdA, DUF1294 family
175	197	COG3329	S	Uncharacterized conserved protein Alr0986
125	156	COG3330	S	Uncharacterized conserved protein BH1414
430	548	COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family
210	292	COG3358	S	Uncharacterized conserved protein, DUF1684 family
142	161	COG3361	S	Uncharacterized conserved protein YqjF, DUF2071 family
58	58	COG3365	S	Uncharacterized conserved protein, DUF2073 family
60	83	COG3366	S	Uncharacterized membrane protein
301	342	COG3369	S	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type
55	75	COG3371	S	Uncharacterized membrane protein
30	35	COG3374	S	Uncharacterized membrane protein
66	68	COG3377	S	Uncharacterized conserved protein YunC, DUF1805 family
26	28	COG3399	S	Uncharacterized conserved protein
268	339	COG3402	S	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain
76	84	COG3403	S	Uncharacterized conserved protein YcgG, contains conserved FPC and CPF motifs
107	119	COG3410	S	Uncharacterized conserved protein, DUF2075 family
118	125	COG3416	S	Uncharacterized conserved protein, DUF2076 domain
267	333	COG3422	S	Uncharacterized conserved protein YegP, UPF0339 family
324	450	COG3428	S	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain
94	136	COG3431	S	Uncharacterized membrane protein, DUF373 family
370	577	COG3439	S	Uncharacterized conserved protein, DUF302 family
91	96	COG3461	S	Uncharacterized conserved protein
185	256	COG3462	S	Uncharacterized protein, contains short C-terminal (SHOCT) domain
102	149	COG3463	S	Uncharacterized membrane protein
56	59	COG3465	S	Uncharacterized conserved protein YwgA
114	117	COG3471	S	Predicted secreted (periplasmic) protein
131	141	COG3472	S	Uncharacterized conserved protein domain, often C-terminal to DUF262
63	69	COG3477	S	Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family
74	93	COG3482	S	Uncharacterized conserved protein
150	159	COG3487	S	Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain
115	117	COG3490	S	Uncharacterized conserved protein, DUF1513 domain
175	176	COG3492	S	Uncharacterized conserved protein, DUF1244 family
239	240	COG3494	S	Uncharacterized conserved protein, DUF1009 family
114	144	COG3495	S	Uncharacterized conserved protein, DUF3299 family
284	286	COG3496	S	Uncharacterized conserved protein, DUF1365 family
234	238	COG3502	S	Uncharacterized conserved protein, DUF952 family
245	291	COG3503	S	Uncharacterized membrane protein, DUF1624 family
152	171	COG3506	S	Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily
132	150	COG3528	S	Uncharacterized conserved protein, DUF2219 family
239	241	COG3530	S	Uncharacterized conserved protein, DUF3820 family
119	182	COG3535	S	Uncharacterized conserved protein, DUF917 family
303	338	COG3536	S	Uncharacterized conserved protein, DUF971 family
102	111	COG3538	S	Meiotically up-regulated gene 157 (Mug157) protein (function unknown)
74	76	COG3543	S	Uncharacterized conserved protein, DUF1284 domain
332	619	COG3544	S	Uncharacterized conserved protein, DUF305 family
176	241	COG3548	S	Uncharacterized membrane protein
87	109	COG3551	S	Uncharacterized conserved protein
222	326	COG3552	S	Uncharacterized protein CoxE, contains von Willebrand factor type A (vWA) domain
100	112	COG3553	S	Uncharacterized conserved protein, DUF2218 domain
92	99	COG3554	S	Uncharacterized conserved protein
65	66	COG3556	S	Uncharacterized membrane protein
109	117	COG3557	S	Uncharacterized conserved protein associated with RNAses G and E, UPF0374/DUF402 family
230	249	COG3558	S	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily
238	248	COG3564	S	Uncharacterized conserved protein, DUF779 family
47	62	COG3566	S	Uncharacterized conserved protein, DUF2213 domain
59	79	COG3567	S	Uncharacterized conserved protein, DUF1073 domain
116	121	COG3575	S	Uncharacterized conserved protein
231	300	COG3583	S	Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains
203	367	COG3584	S	3D (Asp-Asp-Asp) domain, usually in lytic transglycosylases
69	105	COG3589	S	Uncharacterized conserved protein, DUF871 domain
123	132	COG3592	S	Uncharacterized Fe-S cluster protein YjdI
156	203	COG3595	S	Uncharacterized conserved protein YvlB, contains DUF4097 and DUF4098 domains
167	252	COG3597	S	Uncharacterized conserved protein, DUF697 family
385	441	COG3610	S	Uncharacterized membrane protein YjjB, DUF3815 family
67	67	COG3612	S	Predicted DNA-binding protein AF1194, contains HTH domain, DUF2240 family
324	403	COG3619	S	Uncharacterized membrane protein YoaK, UPF0700 family
82	86	COG3644	S	Uncharacterized conserved protein, DUF2239 domain
140	151	COG3647	S	Uncharacterized membrane protein YjdF
101	104	COG3650	S	Uncharacterized membrane protein
209	212	COG3651	S	Uncharacterized conserved protein, DUF2237 family
185	301	COG3652	S	Predicted outer membrane protein, contains DUF4142 domain
98	103	COG3656	S	Predicted periplasmic protein
179	310	COG3662	S	Uncharacterized conserved protein, DUF2236 family
228	436	COG3665	S	Uncharacterized conserved protein YcgI, DUF1989 family
158	169	COG3671	S	Uncharacterized membrane protein
135	166	COG3673	S	Uncharacterized conserved protein, PA2063/DUF2235 family
34	34	COG3680	S	Uncharacterized protein, contains GIY-YIG domain
209	247	COG3686	S	Uncharacterized conserved protein, MAPEG superfamily
155	167	COG3689	S	Uncharacterized membrane protein YcgQ, UPF0703/DUF1980 family
74	87	COG3691	S	Uncharacterized conserved protein YfcZ, UPF0381/DUF406 family
29	29	COG3692	S	Uncharacterized conserved protein YifN, PemK superfamily
100	101	COG3698	S	Uncharacterized conserved protein YigE, DUF2233 family
177	181	COG3714	S	Uncharacterized membrane protein YhhN
95	96	COG3726	S	Uncharacterized membrane protein Smp affecting hemolysin expression
316	387	COG3735	S	Uncharacterized conserved protein YbaP, TraB family
269	269	COG3737	S	Uncharacterized protein, contains Mth938-like domain
68	69	COG3738	S	Uncharacterized conserved protein YijF, DUF1287 family
107	107	COG3739	S	Uncharacterized membrane protein YoaT, DUF817 family
212	227	COG3748	S	Uncharacterized membrane protein
238	247	COG3749	S	Uncharacterized conserved protein, DUF934 family
151	204	COG3750	S	Uncharacterized conserved protein, UPF0335 family
137	160	COG3753	S	Uncharacterized conserved protein YidB, DUF937 family
237	317	COG3755	S	Uncharacterized conserved protein YecT, DUF1311 family
31	45	COG3756	S	Uncharacterized conserved protein YdaU, DUF1376 family
189	197	COG3758	S	Various environmental stresses-induced protein Ves (function unknown)
223	228	COG3759	S	Uncharacterized membrane protein
278	286	COG3762	S	Uncharacterized membrane protein
81	80	COG3763	S	Uncharacterized conserved protein YneF, UPF0154 family
126	152	COG3766	S	Uncharacterized membrane protein YjfL, UPF0719 family
49	53	COG3767	S	Uncharacterized low-complexity protein
204	207	COG3768	S	Uncharacterized membrane protein YcjF, UPF0283 family
71	70	COG3776	S	Uncharacterized conserved protein YhhL, DUF1145 family
46	52	COG3779	S	Uncharacterized conserved protein YegJ, DUF2314 family
106	106	COG3782	S	Uncharacterized conserved protein, DUF1853 domain
164	165	COG3784	S	Uncharacterized conserved protein YdbL, DUF1318 family
95	99	COG3787	S	Uncharacterized conserved protein YhbP, UPF0306 family
145	153	COG3788	S	Uncharacterized membrane protein YecN, MAPEG domain
55	59	COG3789	S	Uncharacterized conserved protein YjfI, DUF2170 family
77	76	COG3790	S	Predicted membrane protein, encoded in cydAB operon
377	1241	COG3791	S	Uncharacterized conserved protein
12	25	COG3792	S	Uncharacterized conserved protein, DUF596 domain
253	278	COG3797	S	Uncharacterized conserved protein, DUF1697 family
54	70	COG3798	S	Uncharacterized conserved protein, DUF2171 domain
94	144	COG3801	S	Uncharacterized conserved protein
63	66	COG3802	S	Uncharacterized conserved protein GguC, FAA hydrolase family
297	322	COG3803	S	Uncharacterized conserved protein, DUF924 family
118	172	COG3804	S	Uncharacterized conserved protein
235	241	COG3807	S	SH3-like domain
67	69	COG3811	S	Uncharacterized conserved protein YjhX, UPF0386/DUF2084 family
149	190	COG3812	S	Uncharacterized conserved protein, DUF1993 domain
115	115	COG3813	S	Uncharacterized conserved protein, DUF1272 domain
58	65	COG3815	S	Uncharacterized membrane protein
186	186	COG3816	S	Uncharacterized conserved protein, DUF1285 family
110	112	COG3817	S	Uncharacterized membrane protein
111	114	COG3819	S	Uncharacterized membrane protein
155	155	COG3820	S	Uncharacterized conserved protein, DUF1013 family
141	145	COG3821	S	Uncharacterized membrane protein
260	268	COG3825	S	Uncharacterized CoxE-like protein, contains von Willebrand factor type A (vWA) domain
97	108	COG3826	S	Uncharacterized conserved protein
402	614	COG3837	S	Uncharacterized conserved protein, cupin superfamily
145	145	COG3856	S	Small basic protein Sbp (function unknown), DUF1290 domain
142	165	COG3860	S	Uncharacterized conserved protein, DUF2087 family
110	198	COG3861	S	Stress response protein YsnF (function unknown)
90	119	COG3862	S	Uncharacterized conserved protein with two CxxC motifs
65	66	COG3863	S	Uncharacterized conserved protein YycO, NlpC/P60 family
354	529	COG3871	S	General stress protein 26 (function unknown)
191	201	COG3872	S	Uncharacterized conserved protein YqhQ, DUF1385 family
136	161	COG3874	S	Uncharacterized spore protein YtfJ
89	121	COG3878	S	Uncharacterized conserved protein YwqG, DUF1963 family
151	355	COG3879	S	Uncharacterized conserved protein YlxW, UPF0749 family
97	137	COG3881	S	Uncharacterized conserved protein YrrD, contains PRC-barrel domain
215	326	COG3883	S	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO
209	328	COG3894	S	Uncharacterized 2Fe-2S and 4Fe-4S clusters-containing protein, contains DUF4445 domain
145	146	COG3898	S	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to HemY-type protoporphyrinogen oxidase)
46	59	COG3900	S	Predicted periplasmic protein
96	146	COG3904	S	Predicted periplasmic protein
106	118	COG3906	S	Uncharacterized conserved protein YrzB, UPF0473 family
80	82	COG3908	S	Uncharacterized conserved protein, DUF2093 domain
126	170	COG3915	S	Uncharacterized conserved protein
52	57	COG3918	S	Uncharacterized membrane protein
162	237	COG3921	S	Uncharacterized conserved protein, contains Extensin-like_C domain
103	104	COG3924	S	Uncharacterized membrane protein YhdT
92	103	COG3930	S	Uncharacterized conserved protein, DUF1704 domain
228	337	COG3943	S	Uncharacterized protein RhuM, Salmonella virulence factor
147	193	COG3949	S	Uncharacterized membrane protein YkvI
17	17	COG4001	S	Uncharacterized conserved protein
13	13	COG4003	S	Uncharacterized conserved protein, DUF2095 family
33	33	COG4004	S	Uncharacterized protein, contains DUF5611 domain
10	10	COG4009	S	Uncharacterized conserved protein, DUF749 domain
11	11	COG4010	S	Uncharacterized conserved protein, DUF2096 domain
9	10	COG4013	S	Uncharacterized conserved protein, DUF2097 domain
33	33	COG4014	S	Uncharacterized protein MTH814, DUF2098 family
33	42	COG4022	S	Uncharacterized conserved protein, DUF2099 domain
8	8	COG4024	S	Uncharacterized conserved protein, DUF2100 domain
33	35	COG4029	S	Uncharacterized conserved protein MJ0498
53	53	COG4031	S	Uncharacterized metal-binding protein, DUF2103 family
27	34	COG4033	S	Uncharacterized conserved protein MJ0453
36	37	COG4034	S	Uncharacterized conserved protein, DUF1152 domain
46	46	COG4044	S	Uncharacterized conserved protein, DUF2110 domain
41	42	COG4046	S	Uncharacterized protein, contains DUF1512 domain
30	33	COG4048	S	Uncharacterized conserved protein, DUF2111 domain
33	34	COG4050	S	Uncharacterized conserved protein, DUF2112 domain
33	33	COG4051	S	Uncharacterized conserved protein MJ0802, methanogenesis marker protein 17, contains DUF2113 domain
10	10	COG4053	S	Uncharacterized conserved protein
28	28	COG4065	S	Uncharacterized conserved protein MJ1451
24	38	COG4066	S	Uncharacterized conserved protein MTH_811, UPF0305 family
283	371	COG4067	S	Uncharacterized conserved protein
20	24	COG4069	S	Uncharacterized conserved protein, DUF2117 domain
15	15	COG4072	S	Uncharacterized conserved protein, DUF2118 domain
14	14	COG4073	S	Uncharacterized conserved protein MJ0501
10	12	COG4075	S	Uncharacterized conserved protein MJ1244, distantly related to nitrogen regulatory protein PII
10	10	COG4077	S	Uncharacterized conserved protein MJ0491
15	15	COG4079	S	Uncharacterized conserved protein, DUF2121 domain
20	22	COG4081	S	Uncharacterized conserved protein MJ0452
89	92	COG4086	S	Uncharacterized conserved protein YpuA, DUF1002 family
100	113	COG4089	S	Uncharacterized membrane protein
23	25	COG4090	S	Uncharacterized conserved protein MTH_862
102	102	COG4093	S	Uncharacterized conserved protein, DUF2125 domain
192	225	COG4094	S	Uncharacterized membrane protein
256	780	COG4102	S	Uncharacterized conserved protein, DUF1501 family
330	425	COG4111	S	Uncharacterized conserved protein
157	175	COG4125	S	Uncharacterized membrane protein
272	408	COG4129	S	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family
59	63	COG4194	S	Uncharacterized membrane protein, DUF1648 family
196	201	COG4196	S	Uncharacterized conserved protein, DUF2126 family
322	328	COG4198	S	Uncharacterized conserved protein, DUF1015 family
224	321	COG4222	S	Uncharacterized conserved protein, contains a phytase-like domain
119	120	COG4223	S	Uncharacterized conserved protein
132	145	COG4224	S	Uncharacterized conserved protein YnzC, UPF0291/DUF896 family
129	129	COG4241	S	Uncharacterized conserved protein YybS, DUF2232 family
181	272	COG4244	S	Uncharacterized membrane protein
169	249	COG4245	S	Uncharacterized conserved protein YegL, contains vWA domain of TerY type
113	113	COG4246	S	Uncharacterized conserved protein, contains a phytase-like domain
75	251	COG4253	S	Uncharacterized conserved protein, DUF2345 family
145	145	COG4255	S	Uncharacterized conserved protein
66	68	COG4259	S	Uncharacterized conserved protein, DUF4810 domain
59	60	COG4267	S	Uncharacterized membrane protein
125	133	COG4269	S	Uncharacterized membrane protein YjgN, DUF898 family
238	324	COG4270	S	Uncharacterized membrane protein
74	78	COG4272	S	Uncharacterized membrane protein
75	89	COG4273	S	Uncharacterized conserved protein, contains metal-binding DGC domain
97	127	COG4274	S	Uncharacterized conserved protein, contains GYD domain
98	113	COG4278	S	Uncharacterized conserved protein
155	187	COG4279	S	Uncharacterized protein, contains SWIM-type Zn finger domain
31	32	COG4280	S	Uncharacterized membrane protein
64	66	COG4286	S	Uncharacterized conserved protein, UPF0160 family
51	58	COG4288	S	Uncharacterized conserved protein
113	138	COG4289	S	Uncharacterized conserved protein, DUF2264 domain
177	187	COG4291	S	Uncharacterized membrane protein
139	201	COG4292	S	Low temperature requirement protein LtrA (function unknown)
63	75	COG4293	S	Uncharacterized conserved protein, DUF1802 family
26	30	COG4296	S	Uncharacterized conserved protein, DUF2262 domain
84	87	COG4297	S	Uncharacterized conserved protein YjlB, cupin superfamily
89	89	COG4298	S	Uncharacterized conserved protein, YiaAB domain
14	14	COG4304	S	Uncharacterized conserved protein, DUF2247 domain
9	9	COG4306	S	Uncharacterized conserved protein, DUF2321 domain
154	171	COG4307	S	Uncharacterized conserved protein, DUF2248 family
169	220	COG4315	S	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)
27	28	COG4316	S	Uncharacterized conserved protein, DUF2251 domain
53	60	COG4318	S	Uncharacterized conserved protein
162	223	COG4320	S	Uncharacterized conserved protein, DUF2252 family
45	47	COG4322	S	Uncharacterized protein, contains DUF2272 domain
120	125	COG4323	S	Uncharacterized conserved protein, DUF962 domain
240	268	COG4325	S	Uncharacterized membrane protein
293	313	COG4327	S	Uncharacterized membrane protein, DUF4212 domain
87	89	COG4329	S	Uncharacterized membrane protein, DUF2243 domain
