Organism	Protein	COG	Cat	Annotation
217	448	COG4104	U	Zn-binding Pro-Ala-Ala-Arg (PAAR) domain, involved in Type VI secretion
73	79	COG4473	U	Predicted ABC-type exoprotein transport system, permease component
25	25	COG4499	U	ESX protein secretion system component YukC
181	284	COG4618	U	ABC-type protease/lipase transport system, ATPase and permease components
82	111	COG4669	U	Type III secretory pathway, lipoprotein EscJ
81	110	COG4789	U	Type III secretory pathway, component EscV
80	108	COG4790	U	Type III secretory pathway, EscR/YscR component
75	96	COG4791	U	Type III secretory pathway, EscT/YscT component
27	31	COG4792	U	Type III secretory pathway, EscU/YscU component
69	91	COG4794	U	Type III secretory pathway, EscS/YscS component
323	400	COG4795	U	Type II secretory pathway, PulJ/GspJ component
365	407	COG4796	U	Type II secretory pathway, component HofQ
287	410	COG4959	U O	Type IV secretory pathway, protease TraF
277	706	COG4961	W U	Flp pilus assembly protein TadG, includes N-terminal TadE domain
581	1133	COG4962	W U	Pilus assembly protein, ATPase of CpaF family
310	398	COG4963	W U	Flp pilus assembly ATPase CpaE/TadZ, contains N-terminal REC/TadZ_N domain
259	373	COG4964	W U	Flp pilus assembly protein, secretin CpaC
494	850	COG4965	W U	Flp pilus assembly protein TadB
786	2111	COG5010	W U	Flp pilus assembly protein TadD, contains TPR repeats
27	27	COG5036	U P	SPX domain-containing protein involved in vacuolar polyphosphate accumulation
4	4	COG5153	U	Putative lipase ATG15 (essential for vacuolar disintegration of autophagic bodies)
102	178	COG5268	U	Type IV secretory pathway, TrbD component
104	250	COG5295	W U	Autotransporter adhesin
30	32	COG5407	U	Preprotein translocase subunit Sec63
18	18	COG5417	U	ESX protein secretion system component YukD
12	15	COG5555	U	Cytolysin, a secreted calcineurin-like phosphatase
17	17	COG5613	U	Type III secretion system effector SseC (host membrane pore formation)
